"sample_id","plate_no","generation","read_no","week_no","cocktail_no","human_crystal","class3_crystal","class3_clear","class3_other"
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440794200801311428",2,"C0823",0,0.40475,0.29375,0.3015
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440575200801311431",2,"C0708",0,0.38525,0.21275,0.402
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440659200801311430",2,"C0621",0,0.412,0.16975,0.41825
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441350200801311420",2,"C0854",0,0.388,0.23675,0.37525
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441013200801311424",2,"C0446",0,0.4135,0.27925,0.30725
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440242200801311435",2,"C1165",0,0.466,0.1005,0.4335
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440849200801311427",2,"C0441",0,0.4115,0.1875,0.401
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441506200801311418",2,"C1337",0,0.42625,0.1675,0.40625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440023200801311439",2,"C0198",0,0.411,0.29675,0.29225
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441027200801311424",2,"C0641",0,0.4585,0.103,0.4385
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440047200801311438",2,"C0204",0,0.43725,0.26475,0.298
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440987200801311425",2,"C0259",0,0.43175,0.14775,0.4205
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441383200801311419",2,"C0286",0,0.42425,0.15225,0.4235
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441102200801311423",2,"C0936",0,0.37825,0.23575,0.386
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441290200801311421",2,"C0947",0,0.39575,0.3025,0.30175
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441252200801311421",2,"C1129",0,0.452,0.13075,0.41725
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440470200801311432",2,"C1186",0,0.373,0.2515,0.3755
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440566200801311431",2,"C1282",0,0.4,0.18725,0.41275
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441288200801311421",2,"C1138",0,0.3975,0.21125,0.39125
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440167200801311436",2,"C0678",0,0.406,0.258,0.336
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440106200801311437",2,"C0867",0,0.41675,0.26975,0.3135
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441158200801311422",2,"C0842",0,0.451,0.11275,0.43625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440653200801311430",2,"C0428",0,0.4335,0.15775,0.40875
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440041200801311438",2,"C0011",0,0.37375,0.257,0.36925
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440388200801311433",2,"C0985",0,0.4315,0.1765,0.392
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440418200801311433",2,"C0801",0,0.431,0.30825,0.26075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440576200801311431",2,"C1476",0,0.417,0.293,0.29
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440163200801311436",2,"C0677",0,0.446,0.1795,0.3745
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440535200801311431",2,"C0698",0,0.42925,0.287,0.28375
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440704200801311429",2,"C1100",0,0.41025,0.26775,0.322
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440345200801311433",2,"C0495",0,0.41575,0.1455,0.43875
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440210200801311436",2,"C0785",0,0.4085,0.28125,0.31025
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440037200801311438",2,"C0010",0,0.3825,0.18875,0.42875
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440886200801311426",2,"C0918",0,0.44,0.27425,0.28575
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441226200801311422",2,"C1231",0,0.42625,0.15575,0.418
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440384200801311434",2,"C1464",0,0.38525,0.22425,0.3905
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441416200801311419",2,"C1434",0,0.418,0.288,0.294
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441282200801311421",2,"C0945",0,0.41625,0.2695,0.31425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441153200801311422",2,"C0073",0,0.41025,0.27775,0.312
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440601200801311430",2,"C0043",0,0.3955,0.282,0.3225
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440720200801311429",2,"C1104",0,0.414,0.2425,0.3435
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440423200801311433",2,"C0226",0,0.39775,0.19125,0.411
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441228200801311422",2,"C1423",0,0.42625,0.141,0.43275
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441374200801311419",2,"C0860",0,0.40025,0.2735,0.32625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440150200801311436",2,"C1250",0,0.419,0.2625,0.3185
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440165200801311436",2,"C0486",0,0.4285,0.16475,0.40675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440717200801311429",2,"C0144",0,0.43525,0.14875,0.416
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441349200801311420",2,"C0086",0,0.42375,0.24475,0.3315
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440555200801311431",2,"C0703",0,0.387,0.18575,0.42725
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440063200801311438",2,"C0580",0,0.4565,0.11275,0.43075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441399200801311419",2,"C0662",0,0.422,0.163,0.415
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440033200801311438",2,"C0009",0,0.41525,0.168,0.41675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441462200801311418",2,"C0954",0,0.3905,0.2615,0.348
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440468200801311432",2,"C1377",0,0.4065,0.267,0.3265
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440456200801311432",2,"C1374",0,0.39625,0.2325,0.37125
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441175200801311422",2,"C0270",0,0.40225,0.2205,0.37725
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440271200801311435",2,"C0596",0,0.4415,0.15325,0.40525
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440561200801311431",2,"C0513",0,0.41075,0.23375,0.3555
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441326200801311420",2,"C1328",0,0.41175,0.25775,0.3305
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440866200801311427",2,"C0913",0,0.412,0.167,0.421
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441023200801311424",2,"C0640",0,0.42875,0.16725,0.404
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441263200801311421",2,"C0364",0,0.4675,0.11575,0.41675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440246200801311435",2,"C1166",0,0.45925,0.10875,0.432
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440499200801311432",2,"C0317",0,0.47075,0.12,0.40925
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440768200801311429",2,"C1488",0,0.40475,0.21825,0.377
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440243200801311435",2,"C0589",0,0.4345,0.16525,0.40025
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440509200801311431",2,"C0128",0,0.4205,0.275,0.3045
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440110200801311437",2,"C0868",0,0.414,0.16625,0.41975
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441192200801311422",2,"C1042",0,0.4255,0.28225,0.29225
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440878200801311426",2,"C0916",0,0.403,0.2695,0.3275
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440393200801311433",2,"C0027",0,0.4075,0.30425,0.28825
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441157200801311422",2,"C0074",0,0.44475,0.102,0.45325
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440801200801311427",2,"C0057",0,0.4235,0.1545,0.422
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440703200801311429",2,"C0332",0,0.432,0.1775,0.3905
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440952200801311426",2,"C1498",0,0.3955,0.25225,0.35225
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441079200801311423",2,"C0354",0,0.43225,0.15175,0.416
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441368200801311420",2,"C1050",0,0.41825,0.29575,0.286
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440181200801311437",2,"C0490",0,0.40075,0.17825,0.421
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440741200801311428",2,"C0522",0,0.3875,0.19425,0.41825
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440024200801311438",2,"C0966",0,0.44475,0.12675,0.4285
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440753200801311428",2,"C0525",0,0.42875,0.12325,0.448
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440667200801311430",2,"C0623",0,0.411,0.25725,0.33175
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440760200801311428",2,"C1486",0,0.3835,0.18625,0.43025
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440101200801311437",2,"C0098",0,0.434,0.126,0.44
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441080200801311423",2,"C1122",0,0.4265,0.20675,0.36675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441477200801311418",2,"C0190",0,0.38175,0.301,0.31725
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441503200801311417",2,"C0760",0,0.41025,0.279,0.31075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441339200801311420",2,"C0755",0,0.4005,0.2425,0.357
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440923200801311425",2,"C0723",0,0.40925,0.14475,0.446
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441358200801311420",2,"C0856",0,0.43325,0.1255,0.44125
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440965200801311425",2,"C0062",0,0.4485,0.1265,0.425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440769200801311428",2,"C0049",0,0.44,0.089,0.471
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440224200801311435",2,"C0980",0,0.4035,0.17225,0.42425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440880200801311426",2,"C1108",0,0.394,0.2685,0.3375
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440166200801311436",2,"C1254",0,0.42825,0.1325,0.43925
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440944200801311426",2,"C1496",0,0.4575,0.125,0.4175
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440981200801311425",2,"C0066",0,0.42925,0.177,0.39375
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441415200801311419",2,"C0666",0,0.46125,0.09175,0.447
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440705200801311429",2,"C0141",0,0.41,0.29575,0.29425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440386200801311433",2,"C0793",0,0.45175,0.1,0.44825
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440254200801311435",2,"C1168",0,0.4265,0.1755,0.398
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440283200801311435",2,"C0599",0,0.389,0.23475,0.37625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441483200801311418",2,"C0383",0,0.38825,0.26775,0.344
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441237200801311422",2,"C0466",1,0.45125,0.1195,0.42925
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440359200801311434",2,"C0690",0,0.45475,0.1585,0.38675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441434200801311419",2,"C1247",0,0.4025,0.24575,0.35175
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441265200801311421",2,"C0173",0,0.4045,0.3075,0.288
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441414200801311419",2,"C1242",0,0.41575,0.19925,0.385
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440503200801311431",2,"C0318",0,0.48775,0.105,0.40725
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441072200801311424",2,"C1120",0,0.42825,0.23725,0.3345
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440218200801311436",2,"C0787",0,0.39775,0.29375,0.3085
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441354200801311420",2,"C0855",0,0.43075,0.26475,0.3045
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441039200801311424",2,"C0644",0,0.409,0.2865,0.3045
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440976200801311425",2,"C1024",0,0.42025,0.26875,0.311
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440417200801311433",2,"C0033",0,0.4105,0.31025,0.27925
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440438200801311432",2,"C1178",0,0.421,0.26275,0.31625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440825200801311427",2,"C0435",0,0.472,0.09225,0.43575
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440292200801311435",2,"C1069",0,0.4545,0.12475,0.42075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440830200801311427",2,"C1204",0,0.46375,0.1065,0.42975
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440855200801311427",2,"C0634",0,0.4355,0.139,0.4255
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441357200801311420",2,"C0088",0,0.41125,0.27725,0.3115
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440203200801311436",2,"C0207",0,0.4305,0.26625,0.30325
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440998200801311425",2,"C0838",0,0.445,0.1195,0.4355
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440579200801311430",2,"C0229",0,0.4325,0.2495,0.318
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440666200801311430",2,"C1199",0,0.404,0.26775,0.32825
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440820200801311427",2,"C1393",0,0.4445,0.11775,0.43775
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440046200801311438",2,"C0780",0,0.44125,0.13625,0.4225
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440819200801311427",2,"C0625",0,0.38325,0.21325,0.4035
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440502200801311431",2,"C0894",0,0.43675,0.119,0.44425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441098200801311423",2,"C0935",0,0.4015,0.263,0.3355
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440247200801311435",2,"C0590",0,0.45075,0.1235,0.42575
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441526200801311418",2,"C1342",0,0.40725,0.282,0.31075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441363200801311420",2,"C0281",0,0.381,0.24,0.379
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440617200801311430",2,"C0047",0,0.3835,0.25375,0.36275
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441244200801311422",2,"C1427",0,0.4635,0.12775,0.40875
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440911200801311426",2,"C0348",0,0.39875,0.278,0.32325
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441469200801311418",2,"C0188",0,0.42125,0.149,0.42975
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440770200801311428",2,"C0817",0,0.4355,0.2815,0.283
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440313200801311434",2,"C0115",0,0.4185,0.30575,0.27575
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441043200801311424",2,"C0645",0,0.4045,0.20525,0.39025
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440997200801311425",2,"C0070",0,0.38275,0.24975,0.3675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441460200801311418",2,"C1145",0,0.40175,0.262,0.33625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440905200801311426",2,"C0155",0,0.42875,0.2965,0.27475
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440851200801311427",2,"C0633",0,0.42275,0.1525,0.42475
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440907200801311426",2,"C0347",0,0.46225,0.1145,0.42325
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441286200801311421",2,"C0946",0,0.4505,0.28175,0.26775
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440064200801311438",2,"C1348",1,0.45,0.1085,0.4415
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441091200801311423",2,"C0357",0,0.422,0.1705,0.4075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440107200801311437",2,"C0291",0,0.38525,0.178,0.43675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440757200801311428",2,"C0526",0,0.39275,0.2075,0.39975
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440487200801311432",2,"C0314",0,0.45675,0.1695,0.37375
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440196200801311436",2,"C0973",0,0.44175,0.145,0.41325
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440403200801311433",2,"C0221",0,0.438,0.12625,0.43575
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441404200801311419",2,"C1431",0,0.41275,0.2765,0.31075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440942200801311426",2,"C1304",0,0.3905,0.213,0.3965
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440244200801311435",2,"C1357",0,0.42375,0.132,0.44425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441468200801311418",2,"C1147",0,0.4065,0.17975,0.41375
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440594200801311430",2,"C0809",0,0.4065,0.275,0.3185
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441343200801311421",2,"C0756",0,0.432,0.28175,0.28625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440349200801311433",2,"C0496",0,0.472,0.11125,0.41675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440429200801311432",2,"C0036",0,0.3895,0.23525,0.37525
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441328200801311420",2,"C1520",0,0.4095,0.284,0.3065
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440111200801311437",2,"C0292",0,0.389,0.2515,0.3595
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441003200801311425",2,"C0263",0,0.39875,0.28725,0.314
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440020200801311439",2,"C0965",0,0.407,0.28275,0.31025
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440537200801311431",2,"C0507",0,0.388,0.2685,0.3435
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440229200801311435",2,"C0022",0,0.43575,0.1575,0.40675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440916200801311425",2,"C1489",0,0.44825,0.1255,0.42625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440697200801311429",2,"C0139",0,0.40725,0.25625,0.3365
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441396200801311419",2,"C1429",0,0.42275,0.1365,0.44075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440057200801311437",2,"C0387",0,0.41475,0.2765,0.30875
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440413200801311433",2,"C0032",0,0.41125,0.19375,0.395
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441227200801311422",2,"C0655",0,0.388,0.29275,0.31925
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440378200801311434",2,"C1271",0,0.401,0.20475,0.39425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440402200801311433",2,"C0797",0,0.43975,0.12275,0.4375
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440316200801311434",2,"C1075",0,0.43975,0.13325,0.427
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441166200801311422",2,"C0844",0,0.3905,0.24725,0.36225
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441295200801311421",2,"C0372",0,0.436,0.1305,0.4335
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440800200801311427",2,"C1016",0,0.40275,0.2035,0.39375
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441500200801311417",2,"C1527",0,0.438,0.26875,0.29325
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441370200801311420",2,"C0859",0,0.4315,0.2685,0.3
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440377200801311434",2,"C0503",0,0.4785,0.093,0.4285
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440531200801311431",2,"C0697",0,0.43025,0.145,0.42475
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441522200801311418",2,"C1341",0,0.3895,0.243,0.3675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440498200801311432",2,"C0893",0,0.437,0.263,0.3
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441240200801311422",2,"C1426",0,0.45125,0.1245,0.42425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440758200801311428",2,"C1294",0,0.4415,0.135,0.4235
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441285200801311421",2,"C0178",0,0.43425,0.25625,0.3095
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441355200801311420",2,"C0279",0,0.37475,0.22475,0.4005
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440017200801311439",2,"C0005",0,0.41,0.16075,0.42925
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440937200801311426",2,"C0535",0,0.4125,0.16125,0.42625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440783200801311428",2,"C0244",0,0.43625,0.15175,0.412
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440974200801311425",2,"C0832",0,0.42975,0.28375,0.2865
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440201200801311436",2,"C0015",0,0.41,0.1705,0.4195
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440992200801311425",2,"C1028",0,0.39275,0.241,0.36625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441409200801311419",2,"C0473",0,0.40025,0.1675,0.43225
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441446200801311418",2,"C0950",0,0.38425,0.254,0.36175
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441423200801311419",2,"C0668",0,0.38325,0.26525,0.3515
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441006200801311424",2,"C0840",0,0.411,0.2825,0.3065
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440685200801311429",2,"C0136",0,0.43425,0.12725,0.4385
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440225200801311435",2,"C0021",0,0.4145,0.308,0.2775
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441116200801311423",2,"C1503",0,0.4285,0.24475,0.32675
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440807200801311427",2,"C0250",0,0.386,0.167,0.447
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440097200801311437",2,"C0097",0,0.4575,0.11375,0.42875
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441380200801311419",2,"C1053",0,0.40375,0.30675,0.2895
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441011200801311424",2,"C0637",0,0.42025,0.17525,0.4045
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440967200801311425",2,"C0254",0,0.428,0.15475,0.41725
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441096200801311423",2,"C1126",0,0.39025,0.2545,0.35525
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441067200801311424",2,"C0351",0,0.44975,0.16225,0.388
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441387200801311419",2,"C0287",0,0.38025,0.21325,0.4065
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441019200801311424",2,"C0639",0,0.443,0.13425,0.42275
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440620200801311430",2,"C1007",0,0.41375,0.25925,0.327
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440834200801311427",2,"C1205",0,0.39725,0.24725,0.3555
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440846200801311427",2,"C1208",0,0.408,0.2685,0.3235
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440294200801311434",2,"C0878",0,0.39675,0.22075,0.3825
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440015200801311439",2,"C0196",0,0.40475,0.269,0.32625
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440742200801311428",2,"C1290",0,0.45875,0.11625,0.425
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440985200801311425",2,"C0067",0,0.431,0.25825,0.31075
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441281200801311421",2,"C0177",0,0.4195,0.2745,0.306
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440626200801311429",2,"C1189",0,0.42,0.2635,0.3165
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440982200801311425",2,"C0834",0,0.42625,0.301,0.27275
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440351200801311433",2,"C0688",0,0.44075,0.19825,0.361
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096441334200801311420",2,"C1330",0,0.43075,0.209,0.36025
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440319200801311434",2,"C0308",0,0.38575,0.213,0.40125
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440627200801311429",2,"C0613",0,0.441,0.128,0.431
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440744200801311428",2,"C1482",0,0.43925,0.118,0.44275
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440062200801311438",2,"C1156",0,0.37375,0.238,0.38825
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440192200801311437",2,"C1452",0,0.42675,0.14975,0.4235
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440481200801311432",2,"C0121",0,0.40325,0.16675,0.43
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440018200801311439",2,"C0773",0,0.411,0.2845,0.3045
"4f15c1fc945cdd89340005c6","X000009644",8,"X0000096440139200801311437",2,"C0299",0,0.4195,0.26375,0.31675
